Kalimat-1,Kalimat-2,Kalimat-3,Kalimat-4,Correct Ending,Incorrect Ending
Having three older sisters isn't always fun,"At least, that's how Rio felt",His three older siblings were very upset at the four year old boy,"Every day, they make up Rio like a princess from her hair to her clothes",Not infrequently it makes Rio cry because he doesn't like it,Her three older siblings don't like having younger brothers
Budi reads his son a letterhead with the name of his future son-in-law on it.,"He looks ignorant and teases his son, who is now handsome and well-established.","""Bring the letter here, don't open it, young secret,"" said the boy.","""Haha, you're so worried if inside there is bad news from Ani, right?"" Again, budi cheating with sentences that made his son even more afraid.","""It's not that, I'm just ashamed"" replied Budi's son with a flushed face.",Budi's wife is a teacher at an elementary school.
Elva was about to carry out the evening prayer,Elva is on vacation to the top,Elva didn't bring a prayer mat and prayer mat,Elva borrowed her mother's mukena and prayer mat,Elva can perform evening prayers,Elva forgot the evening prayer because she was so cool on vacation
Bowo's clothes are red and gold batik.,Bowo and his parents wear batik with the same color and pattern.,Mother wears her batik as a subordinate to the red kebaya.,Father wears a long sleeve shirt like Bowo.,Now they are ready to attend Bowo's cousin's wedding in their uniform batik.,Now they are ready to go to the hospital.
Grandfather is a former freedom fighter,Grandfather did not have the honor of being a hero,Grandfather couldn't do anything at this time because he was so old,Grandpa's children care for Grandpa with love,At least grandfather felt happiness in his old age,Grandfather has no children
Bob has great vocal cords,From childhood he had been trained to sing by his aunt who was also a singer,Bob is also capable of playing a variety of instruments,"Guitar, piano and trumpet are some examples",Bob is a gifted boy in the world of music,Bob and his aunt often watch tv together
Miko has friends who are fun,"Several hours ago, Miko fell asleep on the tour bus containing her class students",Her friends take a picture of Miko who is sleeping with a cute pose,"When Miko woke up, her friends immediately showed them the photos they had taken",Miko burst out laughing because of her nosy friends,Miko asks her friends to sleep too
Voldemort is a black magician,He is very strong and evil,The world became dark with evil,No one dared to oppose Voldemort's power,Voldemort is very powerful,Many people are in awe of Voldemort
Brian's just having a heart,Brian sat at the window of his room,Brian looked up at the sky screaming angrily,Brian feels life is not fair to him,Brian felt he was never happy,Brian feels good when he has a broken heart
Jamil has missed practicing basketball,It's been two weeks of his leg injury,He was injured after falling from the motorbike,He was prohibited from doing strenuous activities until his leg was healed,"Therefore, he has not played basketball for two weeks","If you fall from the doctor, you should be taken to the hospital"
This country seems to have 3 castes of society,The upper class society becomes the ruler,The middle class doesn't know what to do,The lower class people certainly become workers,Income determines the caste,Everyone is considered equal in this country
Finally today pearl found a place to shout out loud.,Looking at the loose green hills and houses that look very small combined with the breeze that blows.,"Almost perfect, the fatigue paid off, he thought.","""What's wrong with screaming like that?"" asked one of his friends.","""Nothing, this is a collection of several past problems"" answered Ratna, smiling at her friend.","""I'm tired of living. I want to just jump,"" said Ratna, crying at the edge of the cliff."
Ivy wants to watch news on television,Ivy televisions do not display good pictures,Ivy reported this to her father,My father adjusted the television antenna,Ivy can clearly watch the news,Ivy fixes her own television antenna
"In between doing his college assignments, Jojo watched the TV broadcast news of the prisoners who had escaped from prison.",Suddenly he remembered a movie about a convict who was promised release if he succeeded in winning a car race.,Jojo also thinks about what it feels like to be imprisoned and being lured with freedom at the cost of life.,Will he dare to take the risk or just give up waiting for his sentence to end.,Jojo daydreamed for so long that he forgot his unfinished task.,Jojo wants to try out for car races.
The thing I don't like is moving.,"Moving houses, moving boarding houses, or even moving rooms.","Like Raditya Dik said, we must meet again with old things that we don't even want to see anymore.","Items that bring back sweet, bitter-tipped memories from the past.","Therefore, moving makes us think about which items to carry and which items to leave.",Today I moved house to the next city.
Jerom felt like his hair was very long,Jerom wants to go to the barber shop,Jerom invited his younger brother to come along,Jero went alone to the barbershop,Jerom's brother refused to come,Jerom doesn't have a younger brother
Many times Rena tried to plant basil,Unfortunately he always failed,He has tried growing from seed,He has also tried to take care of the young seeds,Even though he took good care of her he always failed,Plants touched by Rena will die
"That afternoon, Key and his friends were walking from the library to class.","""ehm key .."" suddenly a voice came from the library bathroom calling the name of the key.",Key was surprised and turned to the source of the sound.,"""ah steef? what are you doing in front of the toilet like this?"" asked the key without being able to hide his red cheeks.","""just to wait for you key"" replied steef which of course made the key's heart beat even more.",Key and steef have been dating for a year.
Rosen asked his wife to make hot tea,Rosen's wife came with a glass of hot tea,Rosen asked his wife to sit next to him,Rosen and his wife joke with each other,Rosen and his wife are happy with this marriage,Rosen didn't want to be close to his wife
Ardiyah did not find a job,Ardiyah only graduated from high school,Ardiyah received an offer to become a cashier at a supermarket,Ardiyah accepted the offer,Ardiyah has a job as a cashier at a supermarket,Ardiyah prefers to be unemployed
Dian often wears batik,Dian wants to preserve Indonesian culture,Dian is not ashamed when wearing batik,Dian is proud of the batik she wears,Batik is one of Indonesia's cultures,Dian prefers to follow western cultural trends
Novia asked her brother for ice cream,Novia's sister doesn't want to be disturbed,Novia was sad and crying silently,Novia's sister already bought ice cream in the refrigerator,Novia became happy and stopped her crying,Novia has a younger brother
Dino is allergic to lactose,He can't drink cow's milk,"If he drinks milk, his stomach will hurt","Therefore, Dino had to drink another milk",Usually he drinks soy milk or almond milk,Cow's milk is not good for health
My father believed that Kina could quickly ride a bicycle smoothly.,"Every afternoon, my father was never absent from teaching Kina.",Kina will slowly try to move forward on her bicycle.,My father looked after Kina by walking as close as he could from behind Kina's bicycle tires.,"If Kina suddenly lost balance, Father immediately held back so that Kina did not fall.","If Kina fell, Father would let her."
Ichsan is a friendly kid,He is good at getting along with people of all ages,"When hanging out, he never differentiates",All of the neighbors know Ichsan and enjoy chatting with him,"In fact, residents of the neighboring complex also know Ichsan",Every day Ichsan goes to school with his neighbors' children
Allan attends a reunion with friends,Allan shares many stories with his old friends,Many changes have occurred between Allan and his friends,Allan often doesn't recognize his friends,Allan has poor short term memory,Allan memorized the names of all his friends
Mom and dad take Juju to a bicycle shop,This semester Juju ranks one in class,"As a gift, he will buy a bicycle",Juju chose a red bicycle,He was happy to get the bike he wanted,He was annoyed because he actually wanted a blue bike
"Larry ignored the pull of his younger brother, Ruly.",Larry's focus was on the cell phone in his hand.,Larry is looking for a way to Monas from the station via google maps.,"When Ruly whined about going to the toilet, Larry immediately turned his head in surprise at Ruly.",Larry immediately picked up Ruly and ran to the station toilet.,Larry immediately picked up Ruly and got into the train.
The captain is in charge of piloting the ship,The captain is responsible for the safety of the passengers,The captain must determine which direction the ship is sailing,The captain works with the ship's crew,The captain works closely with the crew to steer the ship,The captain only works alone on the ship
Fred really likes shoes,He often browsed online shoe catalogs,Unfortunately he didn't have enough money to buy a lot of shoes,Currently he only has one shoe for school,He is eager to have new shoes,"Good, durable shoes are better to buy"
Ratna went around on her motorbike.,He wanted to find snacks.,These snacks will be given to Mother.,Mother likes sweet food.,Ratna immediately turned her motorcycle when she saw a restaurant selling sweet crepes.,Ratna immediately turned her motorbike into Sabil's house.
Dira took a towel,Dira wanted to take a shower,Dira only showered once a day,Dira hasn't showered today,Mother has told Dira to take a shower,Dira didn't shower for a week
Mamat's cell phone is five years old,"Even though his friends had changed their cellphones many times, he was not affected",He is also not interested in the latest HP,The HP Mamat that he now bought uses the results of his own sweat,"Therefore, Mamat really takes care of his HP",He was waiting for someone to bid on HP at a high price
Yassir works in an office far from his home.,The trip to the office takes 2 hours.,At 5 o'clock Yassir must be on the train.,Yassir also had to change trains twice at the transit station.,Yassir will arrive at his office at 7 on foot from the station which is not far from his office.,Yassir will arrive at his office after breakfast of chicken porridge.
Naufal stepped into the bathroom to check the tub.,It had been fifteen minutes since he turned on the tap.,The tub should be full.,Naufal was surprised when he saw that the water in the tub was not full yet.,"It turned out that Naufal forgot to close the drain in the tub, which caused water to continue flowing out of the tub.",It turned out that Naufal forgot to clean the bathroom.
Jason meets with representatives and members of his organizational commissions,Commission representative Jason was unable to attend the meeting,Jason's meeting on the work program design,Meetings are held online,Jason meets with representatives and members of his organizational commissions,The meeting was attended only by Jason
Jeje's grip on the train's hand rail suddenly fell off.,Jeje almost fell because he lost his balance.,But Jeje managed to hold his body upright.,The train stopped suddenly which caused Jeje's hand to come off.,Jeje immediately grabbed the hand rail again before the train started running again.,Jeje immediately looked for officers for help.
Reno's stomach hurt a lot,This afternoon he went swimming with his sister,"However, before swimming he did not warm up",His stomach also hasn't been filled since morning,"As a result, Reno's stomach cramped",Reno had a stomachache from drinking swimming pool water
The bathroom handle in Elisa's house was broken,"Not only that, the locks were already slightly rusty",The door became very difficult to open,"Sometimes, the keys are clogged so they are rarely used","Because of this, the door was locked less often and more often than not, it was stuck with stones",Elisa's family had to build a new bathroom
This weekend there will be a book bazaar,The location is on the town square,Various types of books are sold at low prices,Sita went to the book bazaar with her mother,He bought a lot of novels and comics,Sita doesn't like reading books
It's been a week Wiby has been suffering from a cough.,Wiby's throat felt itchy.,Wiby has been taking medicine every day.,"However, Wiby did not take care of his eating because he still often ate fried foods.","As a result, Wiby's cough did not go away.","As a result, Wiby's cough is now accompanied by a runny nose."
Indonesia is being hit by a pandemic,The world is declared to be under the Covid-19 virus,All countries experiencing a pandemic will implement health protocols,Indonesia made new rules,Indonesia makes new rules on health protocols,Indonesia is free from the Covid-19 virus
Haikal is a very sociable kid.,Haikal is smart to break the ice.,"Wherever there is a Haikal, it will be crowded.","Haikal used to joke around a lot, but he knew which limits he could make jokes and what he couldn't.",That is why Haikal is liked by many of his friends.,That is why Haikal is hated.
Gian is sick,Gian's hair continues to fall out,Gian does therapy,Gian's hair was getting worse,Gian's hair falls out due to his illness,There are more and more therapies done by Gian to prevent his hair from falling out
Ezra is good at poker,"Ezra, Giran and Johan play cards together",Giran and Johan have lost many times,Ezra always won easily,Giran and Johan can't beat Ezra,Johan manages to trick Ezra and becomes the winner
"""It's great to be like a big brother,"" he said when opening the photo file on my laptop.","""Later when you grow up you can do that too. Now just be satisfied playing with your friends"" I replied.","""I have no friends"" he replied casually as he grabbed my cellphone.",I was surprised to hear the answer.,"""Yasudah, later you will find"" I replied again, stroking her hair.","""Your pants are nice too huh"" I asked."
Rezki fell in love with a girl,The girl he knew from social media platforms,Rezki had never met that girl,Rezki tried to get rid of his feelings,Rezki did not want to love a girl he never loved,Rezki insisted on loving the girl
Gianna wants to go home for Mother's Day,Gianna's mother missed her child very much,Gianna's job cannot be done just like that,Gianna still goes home by train to his hometown,Gianna does all his work on the train,Gianna canceled his plans to meet mom
Ezzah wants to be like an elephant,Elephants are very big and strong,Ezzah wants to be someone who is tough against life,Ezzah doesn't want to be a weak person,Ezzah motivated herself to be as great as an elephant,Ezzah keeps elephants in her room
Laily wants to be a motivator,Laily wants to give encouragement to others,Laily wants her life to be of use,Laily loves to speak in public,Laily trains herself to be a motivator,Laily is afraid of speaking in public
"In order to commemorate the anniversary of the school, SMA Harapan held a competition",The first competition was a tug of war between teachers and students,Representatives of each class prepared to fight against the teacher representatives,The race was fierce,This competition was won by student representatives,This race is getting boring
Valeeqa promised to come,Valeeqa couldn't keep her promise,Valeeqa performs grave pilgrimages,Valeeqa prays for someone who died giving birth to her,Valeeqa made a pilgrimage to her mother's meal,Valeeqa is always with her mother
Randu has a large collection of keyboards,Randu likes cute and good stuff,Randu saved money to buy the things he wanted,Randu also works part time to get a monthly salary,Randu really likes all of his keyboard collections,Randu cannot drink anything left in the footsteps of others
Jihan has to show the ticket,Jihan will be dropped off at the nearest station if the ticket is lost,The train conductor has started going around to check,Jihan managed to find the ticket,Jihan will not be disembarked before he reaches his destination station,Eka was removed from the train
Heni approached Agung,Agung is painting a landscape,Heni is amazed by Agung's painting,Heni looked at Agung who was painting,Agung is happy with the presence of Hani who accompanies him,Heni and Heni are cooking in the kitchen
Freya is reading a book,There are many books in the school library,Freya loves to be in the library,Freya is not in the canteen,Freya is at the school library,Freya is eating lunch in class
"""What are you cooking today?"" said Nana to the mother who was busy in the kitchen.","Every time I come home from school, my mother always prepares lunch for Nana.","""Today is nana's favorite grilled chicken, let's quickly change clothes"" said the mother.",Nana quickly changed her clothes so she could quickly return to the kitchen.,"""It's finished ma'am, Nana is ready to eat mother's food,"" said Nana, making her chuckle because of her behavior.",Even though currently Nana is in second grade of junior high school.
My gaze turned back to the rain outside the window.,"Since I was little, I always liked watching the rain.",Every drop is like a melody that calls me to play.,Rain also reminds me of my little friends.,I always miss them even though I no longer know what they're like.,The smell of rain that comes from the ground is usually called petrichor.
Airy wanted to go to the night market,Airy has no money,Airy asked for money from her father,Airy's father didn't give Airy money,Airy didn't buy anything from the night market,Airy doesn't like going to night markets
Cheryl is not wearing a mask,Everyone who is active outside the home is required to wear a mask,The police will take firm action against people without masks,Cheryl will have to pay the fine,"The police ticketed Cheryl, who was not wearing a mask",Cheryl is a cop
Anis tries to prevent corruption in his workplace,Anis does not want his employees to be involved in corrupt practices,Anis is clean from all allegations of corruption,The KPK once searched Anis's office,The KPK did not find any accusations for Anis and her office,Anis is a big corruptor
Vinda was heating the oxtail soup this afternoon to make dinner.,White rice and cutlery are neatly arranged on the table.,There is also a jar of emping as a companion to the oxtail soup.,Mom and Dad have sat at the dining table.,They immediately took the rice and ate heartily as soon as the oxtail soup was served.,They immediately went from the dining table as soon as the oxtail soup was served.
Reki brought 2 loaves of bread,Jia didn't bring lunch,Jia saw Raka who was taking his lunch,Raka gives the bread to Jia,Jia thanks Raka,Jia gave the provisions to Raka
Ika's heart is excited to await the results of the National Examination which will come out this afternoon.,"Ika is no longer focused on listening to the explanation from her homeroom teacher, Mrs. Ida.",Ika's eyes looked back and forth at Mrs. Ida in front and at the watch on her left wrist.,Many of Ika's other friends also act restless like Ika.,"Mrs. Ida, who realized her students' restlessness, could only smile knowingly.","Mrs. Ida, who realized her students' restlessness, immediately intended to call the Principal."
Kori's monthly allowance ran out prematurely,Kori recently bought a lot of stuff at the online shop,Kori wants to decorate her room,The mother will be angry if her child's pocket money runs out early,Mother scolded Kori for being too extravagant,Mother bought Kori goods at the online shop
Rifani met his ex-girlfriend,Ken is surprised by the presence of his ex-girlfriend,Rifani invites Ken to chat at the restaurant,Rifani shares his story with Ken and vice versa,Rifani and Ken's relationship is still going well even though their love affairs are over,Ken has never dated before
Fio really wants to be a model student,Fio competes with other students,Fio has been known as a student who is very obedient to the teacher,Fio gave his best efforts to become an exemplary student,Fio always has the motivation to be the best,Fio is better known as students who break the rules
Kak Santi has a new hobby of planting flowers,He planted jasmine and roses in the front yard of the house,Many people like the Santi plant,It is not uncommon for people to stop by asking to buy Santi's flowers,Santi's hobby provides additional income for Santi,Santi is now farming rice in the back garden
Hiro has a water reservoir in his house,The water in Hiro's house won't turn on,Hiro's home environment is experiencing blackout,The Hiro family can still use water as usual,The water reservoir in Hiro's house is very useful for his family,Hiro can't shower and defecates when the lights go out
Jihad watching magic shows,Jihad learned these magic tricks beforehand,Jihad was curious and wanted to try it,Jihad was invited to the stage by the magician,Jihad did the same trick with the magician,Jihad is not interested in magic tricks
Nadia's skin was sunburnt,Nadia has to work in the hot sun,Nadia's skin began to blacken,Nadia had no other choice,Nadia is a hard worker,Nadia never wanted to work
Yohana saw her reflection on the ground,Yohana was afraid of her reflection,Yohana complained to her mother that someone was following her,Mother explained to Yohana about the occurrence of the shadow,Yohana understood and was no longer afraid of her shadow,Yohana was followed by a ghost
Shana hopes fate is on her side,Shana wanted to meet someone she really loved,Shana always prays that they are meant to be together,Shana met this person after 2 years of separation,Fate was on Shana's side,Shana doesn't care anymore about the people she loves
"Since childhood, Mamat had asthma",His asthma recurred if he was exposed to dust or smoke,"If exposed to dust or smoke, he will be short of breath","Therefore, every time he leaves the house he wears a mask",He is also diligent in cleaning the room so that there is not a lot of dust,He bought a broom to get rid of dust on the road
Vida pasted a sheet of paper on the wall magazine of her class.,The paper contains an announcement on the date of taking the report card.,Vida also distributed official invitations to parents.,Vida placed two invitations on each table in the classroom.,"Vida was asked to help her homeroom teacher to do all these things during gym class, so her class was empty.",Vida was asked by her homeroom teacher to ask for donations from her friends.
Rian was tired of living in a rented house with his friends,Her friends are very lazy to clean the house,They are even lazy to tidy up their belongings,Their rented house became very dirty and messy,Rian was uncomfortable living in such a messy place,A messy house opens up job opportunities for other people
Kris asked Puput for a second chance,Kris promised not to repeat the same mistakes,Puput didn't believe Kris's words,Puput chooses to leave Kris's life,Puput cannot give a second chance to the person who has made a mistake on him,Puput gave Kris a fifth chance
Kei doesn't like romantic movies,"According to him, many romantic films are too cliché",The storyline is too slow too,Watching romantic movies makes him sleepy,He prefers suspenseful action films,We recommend that when watching the cinema drink coffee and tea
Rian and Rino are identical twins who complement each other,Rian is very good at science subjects and Rino in social subjects,"During daily tests, Rino and Rian often switch places so that the results are good",They get caught because their concurrent exam scores are different from the daily tests,Their respective homeroom teachers admonished both of them not to repeat it again,Their parents are proud that their children are smart
Widya already has enough money now.,He wants to buy a new laptop.,His old laptop is broken.,The laptop often shuts down suddenly in the midst of Widya doing tasks.,Widya plans to buy a laptop after college is over.,Widya plans to buy a laptop and cellphone.
Tori forgot to close the window blinds in her room,It was raining very hard,Tori saw the lightning that flashed from outside the window,Tori panicked and immediately closed the window,Tori was scared when she saw the lightning,Tori's room had no windows
Fanya prefers to eat chicken,Fanya doesn't like fish,Fanya always avoided when told to eat fish,Gibran forces Fanya to eat fish,Fanya rejects Gibran's insistence,Fanya always eats fish every day
Rizky plays the flute a gift from his friend,Rizky can learn these luscious tones quickly,Rizky shows the flute game to his friend,Rizky's friends are proud of Rizky's abilities,Rizky's friend gave Rizky the right gift,Rizky is not a tone deaf person
Amy presents a challenge for Kara,Kara will get a reward for passing the challenge,Kara can't wait to take on the challenge,Amy gives Kara an easy challenge,Kara can pass challenges and earn rewards,Kara just got a gift from Amy
Kezia went to the supermarket,Kezia wants to buy household necessities,Kezia looked for her purse in her bag,Kezia walked out of the supermarket empty-handed,Kezia forgot to bring her wallet,Kezia went to watch a movie
"In Korea, Ani, Pak Budi's future son-in-law is also pounding.",He thought about how his lover would feel when he read a letter from him.,Pak Budi's son is a good man and seems to be responsible.,"But unfortunately, he did not have a place in Ani's heart.","Even though it was quite late, Ani was already relieved that she had ended their relationship.","Ani opened the window, intending to jump but her lover came."
Untung works as a janitor,He has been doing this profession for 5 years,He admitted that he lived it sincerely,Although the income is only 500 thousand per month,For him this job is one of the blessings he is very grateful for,Untung often complained about his job as a janitor
A handsome and talented boy Feri,It's no wonder that Feri's parents are top artists,His father is a famous musician,His mother is a film actor,The fruit did not fall from the tree and now Feri is a child artist,Feri is a whiny child who loves his mother.
"In life, I only have an idol.",She is my mother.,"It's mom's birthday today, and I'm planning to give mom shoes.",But some shoe shops have closed because I come home from work late.,Finally I decided to buy a mukena because I remembered that my mother's mukena was already worn.,My mother works as a teacher in an elementary school.
Gera's room lights off,Gera can't study in the dark,Gera asks dad to change his room light,Father obeyed Gera's request,Gera's room lights come back bright,Gera has no rooms
Fairy loves to play online games,Fairy uses a laptop to access her games,Fairies often lose track of time when they play,Fairy prefers to be in the world of games,Fairy spends her time playing online games,Fairy can divide her time very well
Love needs a Reason,Alva is always running things for no reason,Alva rejects Marven's confession,Marven is heartbroken by Alva's treatment,Alva doesn't love Marven,Alva ends up dating Marven
Education is the right of all nations,The government is focused on fixing education in Indonesia,Students feel the impact of curriculum changes,The curriculum was changed so that it could be adapted to technological advances,The curriculum in Indonesia has never been changed,Street children are not entitled to education
Tonight he suddenly came in front of my boarding house and brought snacks.,"As usual, he would come to see me when he was tired of his college life.","""Did you know? someone will get tired of doing evil if given the freedom to do it"" he opened his words while munching a snack.","""who said that theory?"" I argued.","""Look Germany, more than half of the population is atheist but can be managed by humans"" I was silent to hear his answer.",Today he wore the blue jacket I gave for his birthday.
Dwi is studying at a state university with a scholarship from someone close to him,Dwi is close to a rich man,Yoongi is a well-known actor who is famous for his good looks,Yoongi often gives money and goods for free to those close to him,Yoongi paid for Dwi's tuition fees as a form of scholarship,Dwi works for Yoongi to earn money
Yana and her sister really like to eat eggs,"Every day, they have an egg on their menu",Yana really likes omelet,Usually he mixes the eggs with corned beef,While his sister really likes beef eye eggs,His younger brother doesn't like to eat duck eggs
Arta is obliged to attend KKN,KKN stands for Real Work Lecture,Arta must serve in the village designated by his university,Arta wants to be of benefit to those around him,Arta attended the KKN which was required by the university,Arta refuses to participate in KKN
Ilyas closed the book in his hand.,It's been a week since he read the book.,Usually Ilyas doesn't take long to read.,"However, the large number of college assignments made Ilyas only able to steal time to read.","Finally, he just finished reading the book after one week since it was first read.",Finally he donated the book.
I walked through the old library building until I realized my foot was stepping on something.,"I lifted my leg, then saw a pink envelope.",The envelope contains a sheet of paper.,"It looks like a love letter, but no return name or destination address.","""Sorry, the ampop is mine,"" said someone with a gasping breath approaching me.",Finally I tore the paper along with the envelope.
Komi wants to watch TV,Ram also wants to watch TV,Komi hasn't done homework yet,Ram has done homework,Mother was allowed to watch TV by Mother,Ram has to do homework
Children running in front of my house,The sound is very noisy,They burst out laughing,"Even from inside the house, I can still hear her voice",I was so annoyed,I left the house and came running with them
Abi saw a kitten who had fallen.,The kitten didn't notice the gutter in front of it when it walked.,Abi immediately ran to the sewer.,He took the kitten carefully from the gutter.,"The kitten immediately curled up in Abi's arms, cold and wet.",The kitten is white gray.
Ailin cried seeing her brother's body in front of her,Ailin was only accompanied by his parents,Ailin's parents have 2 children,Brother Ailin promised to take him away,Brother Ailin's promise couldn't be fulfilled,Brother Ailin is having a camp
Today Mother went to attend the wedding invitation,His bride is the son of a mother's best friend from high school,Father and Mirna were also present to accompany mother,"Arriving at the building, they fill in the guest book at the reception","After that, they congratulated the bride and groom",They immediately went home after getting a wedding souvenir
Arvin's motor stomps on a nail in the street,Arvin immediately went to the nearest tire patch,Arvin is in a hurry to attend a meeting,Arvin left his motorbike and went on a motorcycle taxi,Arvin was present on time at the meeting,Arvin left by car
Today is Yona's graduation day.,"Zoe, someone from his past suddenly appeared at the event.","""Happy graduation na .."" Zoe gave flowers and immediately hugged Yona.","""Where have you been,"" said Yona, crying.","“Prepare for today, and for our next days. Are u ready to the jungle? "" Zoe took out a ring and knelt before Yona.",Zoe and friends enter the room to meet Yona.
Hasyu wanted to order orange juice,The fusion blocked Hasyu's intentions,Hasyi has diabetes,Hasyu can only drink water,Fusion orders water for Hasyu,Hasyu doesn't like drinking orange juice
My sister has been crying for 3 hours,I've been trying to comfort him,"But the more he calmed down, the more he roared",He was devastated by the death of his cat named Kiki.,Little brother really loves Kiki,Little brother is grateful that Kiki died because he was such a bother
Lulu's mother is sick,Lulu has to buy medicine for her mother,Lulu went to the nearest pharmacy,Lulu got the medicine she needed,Lulu helps her mother take medicine,Lulu doesn't care if her mother is sick
Zari had a disaster,Zari's house caught fire,Fire occurred due to short circuit,Zari has no place to live and no more possessions,Zari's house and property were burned to ashes,Zari plays with his sister in the room
Mamat's eyes have been red since last night,His eyes also kept watering,He was preoccupied with playing games all night,Finally Mamat's eyes became dry,She had to use eye drops to heal her eyes,He washed his eyes using soapy water
Paskal cycled around his housing complex.,"His cycling habit started with an invitation from his friend, Rasyid.",Now Paskal bikes more often than Rasyid who only does it on weekends.,"Every day, Paskal would wake up at half past 5 in the morning to cycle for an hour.","After cycling, Paskal immediately took a shower and got ready to go to the office.","After cycling, Paskal went straight to Rasyid's house."
Dika's stomach suddenly cramps,He grimaced in pain from the sharp pain,Dika's friends immediately helped Dika who was in pain,They took Dika to UKS,Dika admitted that his stomach cramped because he drank cold drinks when his stomach was empty,Dika's friends have never had stomach cramps
Brian is a government official,Brian doesn't want his area to be exploited,Brian doesn't give permission to anyone who wants to destroy his area,Brian is hated by many entrepreneurs,Businessmen band together to remove Brian from the seat of government,Brian gets bribes from businessmen
Daisy wants to reach the peak of her glory,Daisy was asked to enjoy the whole process,Daisy feels all the wounds and is happy when she reaches the peak of her glory,Daisy would always get up if she had to fall,Daisy is very wise in living life,Daisy justifies any means to reach the peak of her glory
Mitha's hair has reached her waist,He felt stifled because his hair was too long,Mitha went to the salon to cut her hair,Now Mitha's hair is only as long as her shoulders,He is happy because his hair doesn't stifle anymore,Mitha put her hair back together
Time goes so fast.,"Without realizing it, this is Mega's last semester in high school.","Mega hesitated between two choice of majors for later college, namely Mathematics or Statistics.","For his campus, Mega will register in the Jabodetabek area because his mother does not allow him to study far from home.","Mega himself doesn't matter where the campus is, as long as he can learn something that he is really interested in.",Mega himself wants to go to college while working.
Jarvis is in the process of writing a thesis,Jarvis needs a revision,Jarvis has revised his thesis many times,Jarvis wants graduation soon,Jarvis is a final year student,Jarvis chose his final project to do practical work
Grandma really likes shopping at a shopping center,"Every week, my grandmother never took a vacation to visit the place",Some of the sellers at the shopping center even got to know my grandmother,"Sometimes, my grandmother brings her grandchildren to go shopping",He bought his grandson a variety of clothes and toys because he accompanied them shopping,Her grandson ran away when Grandma was off guard
Farlots participated in two competitions organized by BEM UNS,Farlots entered the Business Case competition,Farlots entered the corporate accounting race,The corporate accounting competition and the Business Case are held on different days,Farlots enters the corporate accounting competition on Tuesday after entering the Business Case race on Monday,Farlots can only enter one of the races because the two events are held simultaneously
That afternoon I just wanted to hurry home.,Just want to release all the tightness that is still a bit stuck in class.,"It was true, every day was full of surprises.",Whether it's a good thing or a bad one.,"Unfortunately, I had a pretty bad surprise today.",I left the classroom crying in the arms of one of my friends.
Today is Farhan's birthday.,"His lover, eci, gives a surprise that he never expected.",Eci presents her with perfume and a birthday cake.,"Even though they are in a long distance relationship, eci still takes the initiative to give surprises.",I entrusted the birthday gift to one of Farhan's friends named Yoga.,Farhan has been waiting for the presence of ECI in Jogja for a long time.
Putri got a letter without a name,Putri opened the letter hesitantly,The letter came from across the island,The older sister is on duty on the opposite island,The letter that Putri received came from her brother,Putri lives on the same island as the sender of the letter
Rama only has 3 sisters,Retha and Rana are Rama's twin sisters,Ratih is Rama's youngest brother,Caros lives in Rama's house,"Retha, Rana and Ratih are Caros's younger siblings",Caros is Rama's younger brother
Jimmy was a very handsome young man,He is only 18 years old,He is half English and Javanese,His charm makes him loved by many girls,Jimmy's physique was enchanting,Jimmy has an ordinary face
Mery was hungry,Mery didn't bring lunch,Mery used her break to buy food,Mery did not have time to eat her food in the canteen,Mery ate her food before the teacher came,Mery ate her lunch in the canteen
Hisa bought the watch at an online shop,Hisa's package just arrived,Hisa received the package,Hisa immediately installed the clock in her room,Hisa's package arrived safely,Hisa's package was lost on the expedition
Opik pressed his parking ticket with a drinking bottle.,"Before getting out of the car, Opik checked his luggage.",The cellphone and wallet are already in the trouser pockets.,He also did not forget to bring the paper bag containing the gift.,Opik got out of the car to enter the restaurant where his nephew's birthday was taking place.,Opik got out of the car to go to the toilet.
Pepen regretted the destruction of the elementary school building where he went to school.,The building holds a lot of memory.,Pepen even intends to send his son there.,But Pepen couldn't do anything.,Pepen could only remain silent when he saw that his former place of study had turned into a mall.,Pepen can only be silent in front of his house.
Rian's second sister was very active and brave,He really likes to climb anything,"As a child, he often climbed the window trellis to escape from his mother","When he is an adult, he likes to climb trees to pick fruit","Even though he had fallen many times, the boy never gave up",Rian's younger brother has proboscis monkey blood
Zoe's motorbike runs out of gas,Zoe's motorbike can't move anymore,Zoe pushed his motorbike to the nearest gas station,Zoe can ride the bike again,Zoe filled his motorcycle with gas to the brim,Zoe left his motorcycle on the road
Again Alisa skipped class,Today was the fourth time that the girl had fled to the canteen,Her homeroom teacher decided to contact Alisa's parents,Alisa's parents were shocked to hear the news,So far they see Alisa as a child who is studious,They were surprised because usually Alisa skipped the library
Leon's hoarse voice became the hallmark that distinguished him from other people.,"Without the need to look at the face, those who knew Leon could immediately tell it was Leon from his voice.",That hoarse voice also made Leon have a strong character when singing.,"Leon, who is known for his voice, is often asked to perform for school events.",Leon's appearance is always eagerly awaited and greeted with great fanfare.,Leon's appearance was always hated by his friends.
Reno loves his mother's cooking,Reno really likes pecel,"According to Reno, the best pecel is made by his mother",Reno couldn't taste his mother's pecel anymore,Reno's mother has died,Ms. Reno brought Reno lunch
